Data from 0_1_mm_pl_50pc_Absorbance__0__18-29-49-132.txt Node

Date: Wed Mar 01 18:29:49 CET 2023
User: Ange
Spectrometer: FLMT08341
Trigger mode: 0
Integration Time (sec): 1.000000E-2
Scans to average: 400
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 3
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
345.271	-0.00955313
345.487	-0.00053251
345.704	-0.0005387
345.921	0.0055756
346.137	-0.00170578
346.354	-0.01152256
346.571	-0.03428143
346.787	-0.12198506
347.004	0.07569685
347.22	0.09024007
347.437	0.11107981
347.653	-0.05329052
347.87	0.21500488
348.086	0.86280727
348.303	-1.10012724
348.519	0.06299005
348.736	0.05168168
348.952	0.04267663
349.169	0.04218045
349.385	0.04607803
349.601	0.04334875
349.818	0.0443948
350.034	0.04321983
350.251	0.04409279
350.467	0.04623859
350.683	0.0440493
350.9	0.04248424
351.116	0.04518512
351.332	0.04220435
351.549	0.04314893
351.765	0.04288721
351.981	0.04248466
352.197	0.04358393
352.414	0.04497401
352.63	0.0433147
352.846	0.04304953
353.062	0.04473233
353.278	0.04277955
353.495	0.04275371
353.711	0.0434309
353.927	0.04380493
354.143	0.04424383
354.359	0.04483627
354.575	0.04342125
354.792	0.04602284
355.008	0.04675011
355.224	0.0468042
355.44	0.0445425
355.656	0.04466538
355.872	0.04596759
356.088	0.04770707
356.304	0.04577222
356.52	0.04599161
356.736	0.04709783
356.952	0.04792641
357.168	0.04878338
357.384	0.04994224
357.6	0.04927299
357.816	0.05103822
358.032	0.05040088
358.248	0.04888846
358.464	0.04945997
358.679	0.05003121
358.895	0.04996932
359.111	0.05039766
359.327	0.05085031
359.543	0.05286366
359.759	0.05491771
359.974	0.05490239
360.19	0.054061
360.406	0.05421645
360.622	0.05327559
360.838	0.05201315
361.053	0.05065551
361.269	0.05120565
361.485	0.05114706
361.701	0.05218743
361.916	0.05087507
362.132	0.05180581
362.348	0.05297865
362.563	0.05448069
362.779	0.05295172
362.995	0.05335884
363.21	0.05285279
363.426	0.05293819
363.641	0.052217
363.857	0.051061
364.073	0.04916669
364.288	0.04942227
364.504	0.05093322
364.719	0.05036195
364.935	0.04968692
365.15	0.04932988
365.366	0.05076896
365.581	0.05140271
365.797	0.05233056
366.012	0.05040093
366.228	0.05040516
366.443	0.05104416
366.658	0.0518703
366.874	0.0503209
367.089	0.05068257
367.305	0.04937388
367.52	0.04970473
367.735	0.05074686
367.951	0.05089983
368.166	0.05090945
368.381	0.05280007
368.597	0.05328914
368.812	0.05440314
369.027	0.0556761
369.243	0.05515152
369.458	0.05542563
369.673	0.05605358
369.888	0.05553886
370.104	0.05538992
370.319	0.05603125
370.534	0.05524992
370.749	0.05568588
370.964	0.05676375
371.179	0.0567205
371.395	0.05670475
371.61	0.05719123
371.825	0.05712261
372.04	0.05769246
372.255	0.05808886
372.47	0.0572546
372.685	0.05763266
372.9	0.05758852
373.115	0.05765073
373.33	0.0570636
373.545	0.05720508
373.76	0.0573199
373.975	0.05761534
374.19	0.05630836
374.405	0.05678491
374.62	0.05677204
374.835	0.05717475
375.05	0.05766928
375.265	0.05789414
375.48	0.05759017
375.695	0.05928512
375.91	0.06019569
376.125	0.0594526
376.339	0.05926927
376.554	0.05874349
376.769	0.05849411
376.984	0.059129
377.199	0.05969569
377.414	0.05847847
377.628	0.05945094
377.843	0.06028308
378.058	0.0605281
